Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU40,99.1713286386242,24,285,7882.608211901445,Male,2,7,1,7,Carrier C,9.723499017662805,Supplier 1,Bangalore,20,524,29,46.77594024722646,Pending,4.444596865195951,Rail,Route A,654.3869370792087
skincare,SKU76,57.05583142520918,88,883,5379.1399393427055,Male,48,1,88,10,Carrier B,3.6222420319616235,Supplier 1,Chennai,30,104,5,99.46610860359912,Pending,4.2277560561215495,Sea,Route C,997.4134501331946
skincare,SKU37,73.2913476515251,23,454,9866.465457979695,Female,0,13,92,8,Carrier B,4.467196793821442,Supplier 2,Chennai,23,592,8,44.34740541891789,Fail,2.563533169605866,Air,Route A,109.7674514706022
skincare,SKU79,95.98667356680579,1,8,9866.465457979695,Female,25,2,74,1,Carrier B,6.468563329048015,Supplier 1,Kolkata,26,136,17,99.46610860359912,Pending,3.914462719998375,Sea,Route B,193.85982715089602
skincare,SKU29,73.16197587261064,100,996,2698.703881882573,Male,100,18,1,10,Carrier C,3.6543374230383447,Supplier 2,Kolkata,8,853,1,19.64396896932074,Pending,1.0482862757862592,Air,Route B,416.3533113711943
skincare,SKU42,62.61280931465723,7,503,9651.7926491474,Female,91,26,30,9,Carrier C,5.215024375598887,Supplier 2,Chennai,30,608,19,1.0850685695870688,Fail,4.939255288620948,Sea,Route A,692.0072684889955
skincare,SKU81,74.96044868747451,23,665,1061.618523013288,Female,40,1,96,10,Carrier B,2.583043801225771,Supplier 4,Chennai,30,776,5,99.46610860359912,Fail,4.392493040207537,Rail,Route A,103.91624796070496
skincare,SKU52,75.31461469171161,1,793,9866.465457979695,Male,100,3,8,10,Carrier B,1.0134865660958965,Supplier 1,Mumbai,28,479,17,75.51328129507563,Pending,4.939255288620948,Sea,Route A,927.0472782902856
skincare,SKU53,99.1713286386242,1,16,6751.311823840006,Male,79,1,14,8,Carrier C,9.92981624527726,Supplier 3,Kolkata,30,775,3,7.7052760021649185,Fail,4.939255288620948,Rail,Route C,780.5061820628046
skincare,SKU21,99.1713286386242,50,996,8322.365248590319,Male,0,13,96,4,Carrier A,3.8138446748925228,Supplier 5,Chennai,4,115,26,1.0850685695870688,Fail,2.856361451948813,Air,Route C,761.8109154698528
skincare,SKU73,54.211951454643156,17,996,6635.187945890704,Non-binary,67,18,1,3,Carrier C,2.323273873371874,Supplier 1,Chennai,30,104,21,34.46738579875437,Pending,0.570596314302318,Rail,Route C,103.91624796070496
skincare,SKU16,25.642445328623896,21,8,1061.618523013288,Non-binary,75,20,1,1,Carrier B,6.164973845509818,Supplier 4,Kolkata,19,256,22,99.46610860359912,Pass,4.044799194912946,Rail,Route C,150.08021532364936
skincare,SKU51,93.40367889555044,5,996,1088.9005618368542,Female,15,1,51,10,Carrier B,2.2774963246444084,Supplier 1,Delhi,25,737,6,1.0850685695870688,Pending,4.939255288620948,Sea,Route A,176.63296895803188
skincare,SKU58,29.13242366183583,97,996,9567.441469307903,Male,65,1,95,4,Carrier B,2.556505888821027,Supplier 1,Chennai,22,407,15,37.94055088622336,Pass,3.2708974666836537,Air,Route C,103.91624796070496
cosmetics,SKU7,69.48570300638306,100,8,1061.618523013288,Male,0,29,7,6,Carrier A,9.92981624527726,Supplier 4,Bangalore,30,230,10,99.46610860359912,Pending,4.132130972324059,Sea,Route C,902.9818418649634
skincare,SKU83,76.65218838956385,100,694,9866.465457979695,Non-binary,49,1,17,9,Carrier C,2.63709902659998,Supplier 2,Kolkata,29,470,21,30.326069259582745,Pending,0.6743777000228681,Sea,Route B,103.91624796070496
skincare,SKU44,45.87872257871456,13,8,3925.3341596717505,Male,0,11,3,10,Carrier C,1.0134865660958965,Supplier 3,Chennai,4,747,16,99.46610860359912,Pending,0.696775043995256,Road,Route A,307.07033894828396
skincare,SKU65,82.4506164317501,1,744,3381.5681827842022,Female,100,30,96,10,Carrier A,3.4092628134487137,Supplier 4,Chennai,12,104,30,1.0850685695870688,Pending,4.939255288620948,Rail,Route B,997.4134501331946
haircare,SKU71,99.1713286386242,37,986,8895.314914972743,Female,88,3,1,6,Carrier C,4.049032259126018,Supplier 2,Mumbai,30,305,12,1.0850685695870688,Fail,0.5721759228037097,Road,Route A,125.81940439873111
haircare,SKU29,1.6999760138659377,68,49,9866.465457979695,Male,28,3,35,8,Carrier B,1.0134865660958965,Supplier 1,Kolkata,30,573,20,1.0850685695870688,Pending,2.000223959087895,Rail,Route A,281.7928028089413
skincare,SKU16,42.38472849551118,100,8,4611.723622837933,Female,75,1,13,9,Carrier A,3.962658970012776,Supplier 2,Mumbai,30,104,10,70.464078674515,Fail,4.939255288620948,Rail,Route B,422.180120282395
haircare,SKU33,49.282992396282104,36,8,5257.234449150741,Female,94,1,8,1,Carrier B,2.3455224638314576,Supplier 2,Mumbai,18,341,9,34.95957872066633,Pending,4.939255288620948,Rail,Route A,455.6830368156001
skincare,SKU74,11.54802851841367,43,684,7057.386800734719,Female,24,18,96,7,Carrier C,8.715128200851584,Supplier 3,Delhi,16,565,5,56.37558673633669,Pass,4.939255288620948,Road,Route B,103.91624796070496
skincare,SKU60,99.1713286386242,29,996,8024.308512121235,Female,56,1,30,4,Carrier B,3.2796255106791814,Supplier 2,Mumbai,30,425,30,80.46385453748418,Pending,4.939255288620948,Air,Route A,661.3631663436781
haircare,SKU94,38.530793090746954,37,287,4045.188761885789,Female,89,20,10,7,Carrier A,3.3654099466524316,Supplier 4,Kolkata,17,104,15,18.749997398361828,Pending,4.939255288620948,Rail,Route A,183.08387697003445
skincare,SKU26,44.56282197178676,10,629,4304.828608103034,Female,84,2,81,10,Carrier A,8.25552702221438,Supplier 3,Chennai,30,345,9,57.43673087804953,Fail,4.434434198098062,Rail,Route B,818.0932071018309
skincare,SKU22,72.22529193587346,1,623,6989.1843997130645,Female,100,1,78,7,Carrier A,3.8786208706581733,Supplier 5,Bangalore,30,806,16,87.90037083922151,Fail,0.843245673216952,Road,Route A,187.4246259387462
skincare,SKU4,77.32430119434854,54,151,6727.596131528995,Unknown,61,2,32,9,Carrier C,9.422443602894145,Supplier 1,Bangalore,20,897,1,64.04379946998401,Pending,3.9990757211485777,Air,Route A,318.5254371395922
haircare,SKU16,82.36443110785731,81,451,7730.996268339626,Female,17,30,52,1,Carrier C,7.213686888085025,Supplier 2,Delhi,30,439,26,18.888979798055452,Pending,4.364929233816964,Rail,Route A,997.4134501331946
cosmetics,SKU51,87.86039935309459,100,773,7703.27448279757,Female,0,1,17,5,Carrier B,3.212220492867191,Supplier 3,Chennai,1,104,19,57.809377799759474,Pending,0.0186075676310149,Rail,Route B,849.3903272414128
cosmetics,SKU37,85.33982216211368,18,8,9815.178446511318,Male,0,27,1,4,Carrier C,5.678857457727429,Supplier 4,Chennai,30,707,4,1.0850685695870688,Pending,4.585867735027764,Rail,Route A,812.7163561851053
skincare,SKU73,14.644178595969748,100,489,3384.6611705578835,Female,23,16,55,3,Carrier A,1.0134865660958965,Supplier 3,Delhi,30,104,8,76.82586038887567,Pending,0.0186075676310149,Road,Route B,145.29461499333527
skincare,SKU90,99.1713286386242,52,29,5454.724659499274,Unknown,0,16,74,1,Carrier C,6.9666313896744505,Supplier 2,Chennai,22,210,12,49.6589888219399,Pending,3.5166888597282244,Road,Route A,997.4134501331946
haircare,SKU70,28.853128113248065,48,996,1061.618523013288,Non-binary,78,24,81,10,Carrier C,1.0134865660958965,Supplier 2,Kolkata,15,104,3,57.79819933527932,Pending,3.08713893675248,Rail,Route A,193.0376477731504
skincare,SKU79,72.45205469509057,14,902,6340.7492926278355,Unknown,100,12,17,1,Carrier B,1.0134865660958965,Supplier 2,Kolkata,13,288,25,51.972419770566646,Pass,2.773638399964751,Rail,Route A,103.91624796070496
haircare,SKU94,75.59442143515874,4,904,1847.7672803344165,Male,9,1,96,10,Carrier A,7.119658283437467,Supplier 1,Chennai,12,339,1,19.698158396208573,Pass,3.8300157957167085,Rail,Route C,997.4134501331946
skincare,SKU38,99.1713286386242,16,8,9866.465457979695,Female,100,1,48,5,Carrier B,9.92981624527726,Supplier 4,Chennai,30,350,13,46.398622243209445,Pending,4.939255288620948,Rail,Route B,997.4134501331946
skincare,SKU79,99.1713286386242,24,464,1061.618523013288,Female,0,9,96,10,Carrier C,2.686079470170193,Supplier 5,Mumbai,14,985,15,99.46610860359912,Fail,1.7107003253463064,Road,Route A,997.4134501331946
haircare,SKU97,69.23763955013852,1,519,2398.2211288653684,Female,14,1,38,9,Carrier A,2.350851164300381,Supplier 1,Bangalore,17,809,25,57.10193936818521,Fail,2.336544149599432,Air,Route A,162.6896521156618
skincare,SKU98,62.52978616666084,15,996,9866.465457979695,Non-binary,80,1,66,10,Carrier B,4.389327804661264,Supplier 5,Chennai,30,351,10,24.964051258109166,Pending,0.0186075676310149,Road,Route A,811.2885724715741
haircare,SKU24,99.1713286386242,23,262,9866.465457979695,Female,55,1,1,2,Carrier C,2.91459226177614,Supplier 3,Chennai,11,104,4,14.324555460879047,Pending,0.0186075676310149,Rail,Route A,228.86100527294008
haircare,SKU46,99.1713286386242,100,923,9866.465457979695,Male,54,30,21,3,Carrier B,1.0134865660958965,Supplier 4,Kolkata,30,424,7,82.47266881001937,Pending,1.9766524121128457,Rail,Route C,507.8165465385018
skincare,SKU19,55.841374589812915,28,996,1061.618523013288,Male,0,30,39,10,Carrier B,2.220880363653605,Supplier 5,Chennai,1,985,22,99.46610860359912,Fail,3.132756325320524,Road,Route C,760.4350863245335
cosmetics,SKU39,99.1713286386242,6,996,9866.465457979695,Unknown,73,3,20,7,Carrier B,3.5956452190462036,Supplier 4,Delhi,15,272,6,1.0850685695870688,Fail,4.939255288620948,Sea,Route A,103.91624796070496
skincare,SKU5,60.27831269653386,27,707,6700.676428300199,Unknown,92,18,96,5,Carrier C,5.373323686662543,Supplier 2,Chennai,17,902,13,43.64477309299429,Pending,3.181866965485961,Rail,Route B,632.4545712414335
haircare,SKU37,30.728805020186982,48,16,7448.089871158574,Female,28,7,3,3,Carrier C,1.397897906705687,Supplier 5,Chennai,25,598,30,45.65800586869426,Fail,3.254101746297966,Road,Route B,380.67076436569863
skincare,SKU47,61.95806437799979,11,699,9866.465457979695,Female,54,1,96,6,Carrier C,5.99391185780362,Supplier 3,Kolkata,30,364,30,94.74559519026946,Pending,1.9327653466004124,Rail,Route B,997.4134501331946
skincare,SKU93,67.00920538629327,57,611,5493.585301721661,Female,0,12,55,4,Carrier A,5.727657486533506,Supplier 1,Chennai,30,434,5,84.90107498233691,Pending,3.83477627052696,Rail,Route B,480.92479208822846
skincare,SKU90,42.17727085980637,44,308,1061.618523013288,Non-binary,100,21,17,4,Carrier B,1.0134865660958965,Supplier 2,Chennai,30,482,13,1.0850685695870688,Pass,0.7047186587857824,Sea,Route A,103.91624796070496
skincare,SKU4,96.62029951242418,100,8,5459.587116900419,Unknown,4,3,12,10,Carrier B,6.724201960717102,Supplier 3,Bangalore,12,155,1,1.0850685695870688,Pending,4.939255288620948,Rail,Route A,564.0164690453862
skincare,SKU78,99.1713286386242,100,996,9866.465457979695,Male,100,1,47,4,Carrier A,9.627650827193433,Supplier 4,Chennai,30,387,3,49.17106877306987,Pending,4.099856163640295,Road,Route C,688.7465235360671
haircare,SKU64,13.19715179130522,31,8,3534.7700933966894,Male,0,9,43,10,Carrier B,1.0134865660958965,Supplier 3,Delhi,23,309,1,34.61474214351102,Pending,2.846609610341133,Air,Route C,867.8458185025122
haircare,SKU39,79.0574103199939,73,196,1089.8034716895372,Male,36,1,1,3,Carrier B,2.218378528547686,Supplier 5,Chennai,15,783,25,62.558667085080884,Pending,3.9120712130914557,Sea,Route B,103.91624796070496
skincare,SKU16,1.6999760138659377,38,455,4996.7809147947355,Male,56,20,1,7,Carrier A,3.433427107103097,Supplier 2,Kolkata,30,104,16,1.0850685695870688,Pending,1.1044868078064294,Rail,Route A,176.27932098552813
skincare,SKU59,1.6999760138659377,1,99,7296.136236659866,Female,0,3,21,3,Carrier B,1.0134865660958965,Supplier 4,Bangalore,25,776,15,99.46610860359912,Fail,4.939255288620948,Rail,Route A,310.6867889140398
haircare,SKU46,3.351048107647337,100,915,1061.618523013288,Female,41,18,43,5,Carrier B,6.807335272806332,Supplier 3,Chennai,1,943,20,99.46610860359912,Pending,3.4348416206413077,Sea,Route B,103.91624796070496
skincare,SKU60,99.1713286386242,67,24,7233.5723845448165,Female,100,20,32,6,Carrier A,1.0134865660958965,Supplier 3,Bangalore,25,114,2,38.445143162409764,Fail,1.8827172098803489,Air,Route A,103.91624796070496
haircare,SKU51,99.1713286386242,63,529,5163.415619265184,Non-binary,67,10,96,8,Carrier C,7.397915766207756,Supplier 3,Mumbai,20,210,1,84.78328422364667,Pending,4.939255288620948,Rail,Route A,392.3334706356984
skincare,SKU6,1.6999760138659377,1,996,9866.465457979695,Male,65,3,1,10,Carrier A,2.576719897616093,Supplier 2,Bangalore,18,558,9,13.721699694774719,Pending,3.2864819906091127,Rail,Route A,665.3886838721231
haircare,SKU40,18.293168145117974,46,564,7420.747299566749,Male,100,1,35,5,Carrier B,1.0134865660958965,Supplier 2,Mumbai,24,985,11,1.0850685695870688,Pending,0.0186075676310149,Rail,Route A,103.91624796070496
skincare,SKU54,74.17621198776203,4,540,1061.618523013288,Unknown,55,12,1,10,Carrier A,1.0134865660958965,Supplier 2,Bangalore,15,454,22,99.46610860359912,Pass,4.939255288620948,Sea,Route B,667.586378257299
skincare,SKU4,1.6999760138659377,33,8,2992.9276782958204,Male,93,1,7,9,Carrier B,7.8363813024303814,Supplier 3,Bangalore,1,985,6,74.46735730634185,Pending,4.405698360009822,Road,Route A,626.1004406394909
skincare,SKU63,65.91688493979028,98,996,4300.521336824007,Non-binary,54,27,14,9,Carrier B,7.522179103240699,Supplier 1,Kolkata,15,985,18,99.46610860359912,Pending,4.939255288620948,Air,Route A,103.91624796070496
cosmetics,SKU92,99.1713286386242,100,8,1061.618523013288,Female,60,4,15,1,Carrier C,1.2109461512954,Supplier 1,Chennai,22,628,4,71.63748283556988,Pending,4.939255288620948,Rail,Route A,184.3853716527791
skincare,SKU6,14.156713748245505,61,972,1061.618523013288,Female,64,27,54,8,Carrier C,8.538672057688228,Supplier 4,Kolkata,30,104,1,1.0850685695870688,Pending,0.0186075676310149,Rail,Route A,598.4919654363177
skincare,SKU85,63.80197795087889,30,17,8335.202304063872,Male,53,1,22,5,Carrier C,7.770712769084909,Supplier 1,Mumbai,30,104,11,99.46610860359912,Pending,4.939255288620948,Road,Route C,997.4134501331946
skincare,SKU24,99.1713286386242,14,437,6275.70252038775,Male,30,3,7,1,Carrier C,2.793880324437218,Supplier 5,Bangalore,1,104,19,24.63063315301781,Pass,0.5461295833492755,Rail,Route A,103.91624796070496
skincare,SKU16,6.493700971041434,100,996,1061.618523013288,Male,100,30,1,5,Carrier C,6.782785521999003,Supplier 2,Mumbai,25,104,1,48.48741997582954,Pending,2.943093351091067,Road,Route C,103.91624796070496
skincare,SKU50,21.968676269303277,11,8,6910.935790427155,Female,0,1,57,10,Carrier C,5.112878737407328,Supplier 2,Chennai,17,985,1,57.989515944207014,Pending,4.939255288620948,Rail,Route A,997.4134501331946
skincare,SKU21,75.84396471395515,34,762,5134.695779138035,Unknown,50,13,84,10,Carrier B,3.374808887898756,Supplier 2,Mumbai,30,353,30,33.90461160693799,Pending,4.939255288620948,Rail,Route A,103.91624796070496
haircare,SKU90,68.0898549170054,21,996,7547.073130125454,Female,63,4,1,1,Carrier A,2.041943844564285,Supplier 5,Kolkata,16,240,30,44.57261279575428,Pending,4.04707863391654,Rail,Route C,341.5366682916665
skincare,SKU61,26.162125020306014,55,312,9866.465457979695,Unknown,100,24,42,10,Carrier C,9.92981624527726,Supplier 3,Delhi,30,495,1,1.0850685695870688,Fail,1.5265863226238734,Rail,Route C,906.1403018292875
haircare,SKU31,20.89479765004746,1,311,9866.465457979695,Male,55,1,1,10,Carrier B,2.135371188129918,Supplier 1,Chennai,11,773,3,99.46610860359912,Pass,0.47329800605432637,Rail,Route B,220.57493721654373
skincare,SKU93,59.247316483475686,59,317,7895.55637389247,Male,7,1,20,7,Carrier B,2.2349029949880137,Supplier 4,Chennai,30,645,2,80.89960346643511,Pending,4.939255288620948,Air,Route A,103.91624796070496
skincare,SKU61,47.3740340614586,30,739,5631.49981439608,Female,100,14,9,7,Carrier C,6.535632334936574,Supplier 5,Delhi,30,104,30,76.77652689970512,Fail,2.051507543030943,Rail,Route A,103.91624796070496
haircare,SKU68,1.6999760138659377,40,62,9866.465457979695,Male,100,27,1,4,Carrier A,6.075618718043591,Supplier 1,Kolkata,17,510,13,1.0850685695870688,Pending,3.639291358505568,Rail,Route B,103.91624796070496
skincare,SKU68,41.47484720689023,3,584,6561.849153114991,Female,69,1,14,10,Carrier C,1.983506636685437,Supplier 3,Chennai,20,128,1,99.46610860359912,Pending,2.9804974206754298,Rail,Route B,673.5071967050426
haircare,SKU53,62.572391205598834,80,996,9629.01718637476,Non-binary,0,30,74,7,Carrier C,2.781168598185758,Supplier 3,Kolkata,30,669,21,44.704910579448594,Pending,0.251713700710674,Air,Route B,449.12887388849697
haircare,SKU14,73.07458250973815,16,514,9866.465457979695,Non-binary,21,1,1,1,Carrier A,3.7175509595237983,Supplier 1,Kolkata,30,525,19,99.46610860359912,Pending,3.2311758231493504,Rail,Route B,997.4134501331946
skincare,SKU72,46.22813018802195,11,73,8987.77350433662,Male,60,8,6,5,Carrier B,1.7943293300264687,Supplier 1,Chennai,23,914,3,74.5105092728366,Pass,4.939255288620948,Air,Route A,103.91624796070496
skincare,SKU70,17.008901160254865,7,101,8679.296591273009,Female,100,1,26,3,Carrier A,2.0510195513008007,Supplier 4,Chennai,30,274,1,64.17370809162067,Pending,0.0186075676310149,Air,Route A,103.91624796070496
haircare,SKU59,22.894971833501902,33,271,9866.465457979695,Unknown,0,1,65,3,Carrier A,4.86081849133655,Supplier 4,Chennai,30,104,12,9.864317378762953,Fail,4.939255288620948,Rail,Route C,976.1828256589095
cosmetics,SKU61,99.1713286386242,100,996,1061.618523013288,Female,33,30,73,9,Carrier C,2.4759329473267995,Supplier 1,Chennai,30,104,4,1.0850685695870688,Pass,2.672657714297255,Rail,Route A,408.52724540775336
skincare,SKU56,69.8495737173271,29,248,3994.9868718946777,Female,53,28,35,4,Carrier C,4.6658542095036415,Supplier 5,Kolkata,30,985,17,99.46610860359912,Fail,4.939255288620948,Air,Route C,750.4263451028776
skincare,SKU88,13.8043505943279,90,203,7962.265846368362,Unknown,100,19,10,4,Carrier B,4.831025339811035,Supplier 1,Chennai,30,536,18,2.210453307951294,Pending,4.939255288620948,Rail,Route A,546.4892894403865
haircare,SKU49,69.28336825392124,71,521,1061.618523013288,Female,8,1,47,7,Carrier C,3.688038212180448,Supplier 1,Chennai,19,967,1,88.91206380343398,Pending,0.8116945733128462,Air,Route B,511.39947207371995
cosmetics,SKU44,1.6999760138659377,8,996,6204.915868072568,Female,18,2,49,10,Carrier A,4.752148844886163,Supplier 5,Chennai,14,823,10,74.44208409218307,Fail,4.939255288620948,Rail,Route C,506.93479695151456
haircare,SKU94,85.45795424285473,91,805,3519.278030467224,Non-binary,80,22,59,7,Carrier A,9.652107288929738,Supplier 3,Mumbai,30,445,1,1.0850685695870688,Fail,0.0186075676310149,Rail,Route A,835.6180560231728
haircare,SKU80,60.4312082541839,62,670,9102.15364657564,Male,70,9,44,5,Carrier A,5.986815962439682,Supplier 5,Kolkata,24,488,30,92.82805457618122,Pending,4.685594983967869,Sea,Route A,103.91624796070496
skincare,SKU77,10.897214588214844,44,847,7474.882503813042,Female,73,24,49,3,Carrier B,1.0134865660958965,Supplier 3,Chennai,30,877,7,63.33237001225466,Pending,3.6809861246041935,Rail,Route B,103.91624796070496
skincare,SKU39,10.201571329146294,1,645,9866.465457979695,Female,61,1,85,10,Carrier B,4.393014114670904,Supplier 4,Chennai,30,104,1,49.98994569243895,Fail,4.939255288620948,Rail,Route A,726.7185895982722
cosmetics,SKU61,1.6999760138659377,31,292,1245.9091122547431,Unknown,48,25,96,8,Carrier C,7.562597811765822,Supplier 2,Chennai,28,281,1,1.0850685695870688,Pass,3.214012569628379,Air,Route A,690.7168756776271
skincare,SKU86,40.85723633958864,49,219,2356.7116287119675,Female,0,4,16,7,Carrier C,5.10592326948043,Supplier 5,Delhi,18,104,17,58.79899391344477,Pending,3.5680394211289483,Rail,Route A,535.5574664279916
cosmetics,SKU50,45.375262161362514,1,8,7646.165060072796,Non-binary,100,5,7,8,Carrier B,5.462141885693033,Supplier 2,Mumbai,28,132,12,82.88489573996162,Pass,4.939255288620948,Rail,Route A,391.16280241910636
skincare,SKU17,2.4551340111908466,97,996,7464.488728792005,Male,0,1,40,7,Carrier A,2.6347857449581165,Supplier 4,Bangalore,5,104,12,41.23020778820173,Pending,0.8488431803873894,Rail,Route B,395.2048760804468
skincare,SKU57,51.25435113033724,78,166,4184.061655696143,Non-binary,0,19,56,3,Carrier B,1.0134865660958965,Supplier 1,Chennai,30,312,22,82.326564827437,Fail,4.429941237097295,Air,Route B,217.53649838076257
skincare,SKU8,99.1713286386242,34,692,3828.990203389189,Unknown,90,30,25,10,Carrier C,4.317253005478084,Supplier 1,Mumbai,21,104,8,1.0850685695870688,Pending,4.939255288620948,Rail,Route A,267.7480041663741
skincare,SKU75,37.439084984610254,21,508,8851.741431160024,Unknown,100,21,64,6,Carrier C,9.920954898842155,Supplier 1,Chennai,30,261,16,54.08884490188363,Pending,2.1295337565955474,Air,Route A,137.20790596569992
haircare,SKU72,38.6600734505803,7,346,2926.8405379161786,Non-binary,100,1,1,3,Carrier B,3.564283929456203,Supplier 1,Mumbai,18,917,17,81.36959705787112,Pending,2.0698538004507423,Road,Route C,250.92868753410676
cosmetics,SKU81,99.1713286386242,80,203,4063.571254396261,Unknown,71,18,22,4,Carrier C,5.127631519584449,Supplier 5,Delhi,30,104,26,35.246115059472714,Pending,3.0751268341039353,Road,Route A,103.91624796070496
haircare,SKU32,72.5962973001836,32,996,9687.868582053163,Non-binary,26,1,26,5,Carrier A,7.053393727435193,Supplier 4,Bangalore,19,104,30,1.0850685695870688,Pass,0.0186075676310149,Rail,Route A,283.49444662468983
skincare,SKU93,99.1713286386242,15,705,6749.249315034403,Male,39,4,1,10,Carrier B,3.5879906667044796,Supplier 2,Bangalore,21,538,17,1.0850685695870688,Fail,3.2242044901402247,Rail,Route A,125.50967941384945
skincare,SKU44,73.48037099378354,7,838,4574.673284099148,Male,100,1,19,10,Carrier B,8.71734720576142,Supplier 2,Kolkata,26,692,17,78.55554700934458,Fail,4.334841827821934,Rail,Route A,753.2072828642342
haircare,SKU40,1.6999760138659377,55,229,8721.941853755556,Female,46,2,29,4,Carrier B,3.2897518815393454,Supplier 3,Chennai,30,162,5,29.151732140630774,Pending,2.6901644093379247,Air,Route C,355.7727214964966
haircare,SKU39,35.352166142054,57,180,3124.041429177118,Female,0,16,24,10,Carrier A,1.9124851910408287,Supplier 2,Bangalore,30,812,9,9.471809158957925,Pass,3.413859587696795,Rail,Route B,620.7659447681393
cosmetics,SKU29,49.52714671536683,52,380,4932.088786566896,Female,9,1,58,10,Carrier B,3.05832926104621,Supplier 1,Chennai,17,104,9,99.46610860359912,Pass,3.2064400575548073,Sea,Route C,103.91624796070496
skincare,SKU63,92.65016898015034,62,368,9255.873047934701,Female,28,1,44,8,Carrier B,3.6673978929818905,Supplier 2,Kolkata,1,959,1,86.73588929083486,Pending,3.6603073796553174,Sea,Route C,264.9021276698978
haircare,SKU50,6.945092410401456,28,808,6185.420079708625,Female,0,26,96,7,Carrier C,2.1894195896644746,Supplier 5,Kolkata,29,104,12,99.46610860359912,Pass,2.8044846080580745,Rail,Route A,103.91624796070496
skincare,SKU81,58.65692288378855,18,637,6597.350714061455,Unknown,32,17,74,10,Carrier C,8.471005606680704,Supplier 1,Mumbai,30,839,1,29.61355542307019,Pending,0.0186075676310149,Air,Route A,614.250234820981
skincare,SKU81,99.1713286386242,45,737,9866.465457979695,Female,4,11,15,5,Carrier C,3.0643328033417223,Supplier 4,Delhi,17,280,16,18.56358952368885,Pending,1.98406695345075,Rail,Route B,757.7277089594068
haircare,SKU9,52.0444154288943,90,346,1901.3428914733731,Male,59,15,8,4,Carrier B,2.692855902093603,Supplier 3,Kolkata,28,310,4,95.6683273447892,Pass,4.939255288620948,Air,Route C,103.91624796070496
haircare,SKU28,69.93830636938469,54,345,1759.8737097469896,Non-binary,100,1,4,5,Carrier B,5.931146539838434,Supplier 1,Kolkata,26,202,20,99.46610860359912,Pass,4.260190077704412,Rail,Route A,425.8068763941525
haircare,SKU12,60.36978468363182,1,422,9866.465457979695,Unknown,100,1,24,10,Carrier C,6.23656651836315,Supplier 4,Kolkata,30,104,9,11.325105573090893,Pending,4.939255288620948,Rail,Route A,103.91624796070496
haircare,SKU97,26.298339117523547,9,996,4638.767223559932,Female,63,20,26,10,Carrier B,2.528239749237172,Supplier 1,Delhi,22,163,2,1.0850685695870688,Pending,1.8441237135803754,Rail,Route C,103.91624796070496
skincare,SKU50,67.97465838559677,1,753,8059.142369818541,Female,78,1,23,1,Carrier B,1.0134865660958965,Supplier 2,Chennai,30,727,20,61.352524726606006,Pending,4.244509060235125,Rail,Route C,260.4784822924719
skincare,SKU82,52.80180996781941,49,82,3533.0302611015113,Male,0,12,76,10,Carrier A,9.830532917918832,Supplier 3,Chennai,30,104,1,79.04259001479656,Pending,3.645040961225697,Sea,Route A,128.2300583850718
haircare,SKU86,63.125516800516905,1,8,8344.23419588937,Female,67,1,48,9,Carrier B,5.963785324041089,Supplier 2,Chennai,30,104,22,34.20772606506327,Fail,2.537718102076396,Air,Route C,301.21570179988845
skincare,SKU63,6.709420645587276,11,536,9866.465457979695,Female,57,28,31,4,Carrier A,6.782487966675251,Supplier 2,Mumbai,30,314,11,63.50850738340556,Pass,4.939255288620948,Rail,Route C,103.91624796070496
skincare,SKU84,99.1713286386242,43,598,5292.284227408849,Female,63,29,1,3,Carrier B,7.682739247379176,Supplier 1,Chennai,1,770,10,8.743063253380106,Fail,0.0186075676310149,Rail,Route A,422.01357190072747
haircare,SKU28,51.96542044604411,42,817,1061.618523013288,Female,74,11,6,10,Carrier B,8.198352000202654,Supplier 2,Mumbai,30,786,27,99.46610860359912,Pass,4.939255288620948,Road,Route B,867.3220457098396
skincare,SKU37,99.1713286386242,1,8,2998.666972738521,Unknown,56,1,24,7,Carrier A,1.0134865660958965,Supplier 4,Chennai,30,104,1,99.46610860359912,Fail,4.939255288620948,Rail,Route A,454.41818854856183
haircare,SKU24,54.847436828827455,84,996,2161.614437183317,Male,60,8,12,1,Carrier A,2.3958824004596426,Supplier 1,Kolkata,22,824,1,73.40867787096369,Pending,4.939255288620948,Air,Route A,103.91624796070496
haircare,SKU69,58.77191165685862,12,996,4776.298417153756,Male,100,1,92,7,Carrier A,2.832864211718303,Supplier 2,Bangalore,24,742,20,99.46610860359912,Fail,2.0256906606145546,Sea,Route A,783.3706243020998
skincare,SKU94,3.0352681901221388,100,146,3067.023402792065,Female,100,27,24,10,Carrier C,1.6190905477863031,Supplier 3,Kolkata,30,104,1,70.12881905722566,Pending,3.334241150657257,Sea,Route B,885.3212717490313
skincare,SKU88,67.11669663475939,1,471,9866.465457979695,Unknown,100,1,79,2,Carrier B,1.0134865660958965,Supplier 1,Chennai,30,104,2,1.0850685695870688,Pending,0.0186075676310149,Road,Route A,573.851972234191
